cpu,num_downloads,python_version,pip_version,glibc_version,pip-major,pip-minor,glibc_major,glibc_minor,manylinux_2_27,manylinux_2_24,manylinux2014,manylinux2010,manylinux1,policy
x86_64,72,2.6,9.0,2.13,9,0,2,13,FALSE,FALSE,FALSE,FALSE,TRUE,manylinux1
i686,72,3.8,20.3,2.27,20,3,2,27,TRUE,FALSE,FALSE,FALSE,FALSE,manylinux_2_27
x86_64,72,2.7,9.0,2.33,9,0,2,33,FALSE,FALSE,FALSE,FALSE,TRUE,manylinux1
ppc64le,72,3.8,20.2,2.32,20,2,2,32,FALSE,FALSE,TRUE,FALSE,FALSE,manylinux2014
x86_64,71,3.4,19.0,2.23,19,0,2,23,FALSE,FALSE,FALSE,TRUE,FALSE,manylinux2010
mips64,71,2.7,18.1,2.28,18,1,2,28,FALSE,FALSE,FALSE,FALSE,TRUE,manylinux1
armv7l,71,3.6,20.0,2.24,20,0,2,24,FALSE,FALSE,TRUE,FALSE,FALSE,manylinux2014
i686,71,3.7,21.0,2.32,21,0,2,32,TRUE,FALSE,FALSE,FALSE,FALSE,manylinux_2_27
x86_64,71,3.5,10.0,2.11,10,0,2,11,FALSE,FALSE,FALSE,FALSE,TRUE,manylinux1
armv8l,71,3.6,21.0,2.28,21,0,2,28,TRUE,FALSE,FALSE,FALSE,FALSE,manylinux_2_27
aarch64,71,3.8,20.0,2.26,20,0,2,26,FALSE,FALSE,TRUE,FALSE,FALSE,manylinux2014
x86_64,70,3.9,21.0,2.18,21,0,2,18,FALSE,FALSE,TRUE,FALSE,FALSE,manylinux2014
ppc64le,70,3.5,20.2,2.31,20,2,2,31,FALSE,FALSE,TRUE,FALSE,FALSE,manylinux2014
x86_64,70,3.8,21.0,2.20,21,0,2,20,FALSE,FALSE,TRUE,FALSE,FALSE,manylinux2014
