cpu,num_downloads,python_version,pip_version,glibc_version,pip-major,pip-minor,glibc_major,glibc_minor,manylinux_2_27,manylinux_2_24,manylinux2014,manylinux2010,manylinux1,policy
x86_64,301308311,3.8,19.3,2.27,19,3,2,27,FALSE,FALSE,TRUE,FALSE,FALSE,manylinux2014
x86_64,274993841,3.7,20.1,2.24,20,1,2,24,FALSE,FALSE,TRUE,FALSE,FALSE,manylinux2014
x86_64,214093540,3.7,20.0,2.27,20,0,2,27,FALSE,FALSE,TRUE,FALSE,FALSE,manylinux2014
x86_64,165425873,3.7,19.0,2.23,19,0,2,23,FALSE,FALSE,FALSE,TRUE,FALSE,manylinux2010
x86_64,89864794,3.8,20.2,2.26,20,2,2,26,FALSE,FALSE,TRUE,FALSE,FALSE,manylinux2014
x86_64,87273602,3.6,21.0,2.27,21,0,2,27,TRUE,FALSE,FALSE,FALSE,FALSE,manylinux_2_27
x86_64,79778936,3.8,20.1,2.28,20,1,2,28,FALSE,FALSE,TRUE,FALSE,FALSE,manylinux2014
x86_64,75248772,3.7,21.0,2.28,21,0,2,28,TRUE,FALSE,FALSE,FALSE,FALSE,manylinux_2_27
x86_64,71814089,3.7,9.0,2.26,9,0,2,26,FALSE,FALSE,FALSE,FALSE,TRUE,manylinux1
x86_64,65863380,3.7,20.2,2.28,20,2,2,28,FALSE,FALSE,TRUE,FALSE,FALSE,manylinux2014
x86_64,62237329,3.7,21.0,2.27,21,0,2,27,TRUE,FALSE,FALSE,FALSE,FALSE,manylinux_2_27
x86_64,62037510,2.7,9.0,2.17,9,0,2,17,FALSE,FALSE,FALSE,FALSE,TRUE,manylinux1
x86_64,59893001,3.6,9.0,2.17,9,0,2,17,FALSE,FALSE,FALSE,FALSE,TRUE,manylinux1
x86_64,54404580,3.8,21.0,2.28,21,0,2,28,TRUE,FALSE,FALSE,FALSE,FALSE,manylinux_2_27
x86_64,45540515,3.6,21.0,2.17,21,0,2,17,FALSE,FALSE,TRUE,FALSE,FALSE,manylinux2014
x86_64,42234730,3.8,21.0,2.27,21,0,2,27,TRUE,FALSE,FALSE,FALSE,FALSE,manylinux_2_27
x86_64,41790488,3.7,21.0,2.26,21,0,2,26,FALSE,TRUE,FALSE,FALSE,FALSE,manylinux_2_24
x86_64,38586343,2.7,9.0,2.27,9,0,2,27,FALSE,FALSE,FALSE,FALSE,TRUE,manylinux1
x86_64,37803558,2.6,6.1,2.2,6,1,2,2,FALSE,FALSE,FALSE,FALSE,FALSE,none
x86_64,35533258,3.6,21.0,2.28,21,0,2,28,TRUE,FALSE,FALSE,FALSE,FALSE,manylinux_2_27
x86_64,33916705,3.6,20.2,2.28,20,2,2,28,FALSE,FALSE,TRUE,FALSE,FALSE,manylinux2014
x86_64,33103149,3.6,9.0,2.27,9,0,2,27,FALSE,FALSE,FALSE,FALSE,TRUE,manylinux1
x86_64,29389694,3.7,20.1,2.23,20,1,2,23,FALSE,FALSE,TRUE,FALSE,FALSE,manylinux2014
x86_64,28367113,3.6,19.3,2.27,19,3,2,27,FALSE,FALSE,TRUE,FALSE,FALSE,manylinux2014
x86_64,27168809,3.8,21.0,2.31,21,0,2,31,TRUE,FALSE,FALSE,FALSE,FALSE,manylinux_2_27
x86_64,25733082,3.8,20.0,2.31,20,0,2,31,FALSE,FALSE,TRUE,FALSE,FALSE,manylinux2014
x86_64,22926384,3.9,21.0,2.28,21,0,2,28,TRUE,FALSE,FALSE,FALSE,FALSE,manylinux_2_27
x86_64,22798829,2.7,20.3,2.27,20,3,2,27,TRUE,FALSE,FALSE,FALSE,FALSE,manylinux_2_27
x86_64,22223061,3.7,20.1,2.28,20,1,2,28,FALSE,FALSE,TRUE,FALSE,FALSE,manylinux2014
x86_64,21973054,3.8,20.2,2.28,20,2,2,28,FALSE,FALSE,TRUE,FALSE,FALSE,manylinux2014
x86_64,19316224,3.6,20.1,2.28,20,1,2,28,FALSE,FALSE,TRUE,FALSE,FALSE,manylinux2014
x86_64,18551473,2.7,20.3,2.23,20,3,2,23,FALSE,FALSE,TRUE,FALSE,FALSE,manylinux2014
x86_64,17890696,3.7,21.0,2.23,21,0,2,23,FALSE,FALSE,TRUE,FALSE,FALSE,manylinux2014
x86_64,17265697,3.6,21.0,2.12,21,0,2,12,FALSE,FALSE,FALSE,TRUE,FALSE,manylinux2010
x86_64,16413748,3.8,20.2,2.27,20,2,2,27,FALSE,FALSE,TRUE,FALSE,FALSE,manylinux2014
x86_64,14987927,2.7,19.3,2.23,19,3,2,23,FALSE,FALSE,TRUE,FALSE,FALSE,manylinux2014
x86_64,14723156,3.6,20.2,2.27,20,2,2,27,FALSE,FALSE,TRUE,FALSE,FALSE,manylinux2014
x86_64,14546257,3.7,20.3,2.28,20,3,2,28,TRUE,FALSE,FALSE,FALSE,FALSE,manylinux_2_27
x86_64,14416544,3.6,20.1,2.27,20,1,2,27,FALSE,FALSE,TRUE,FALSE,FALSE,manylinux2014
x86_64,13888201,3.5,20.1,2.24,20,1,2,24,FALSE,FALSE,TRUE,FALSE,FALSE,manylinux2014
x86_64,13835624,3.6,20.2,2.23,20,2,2,23,FALSE,FALSE,TRUE,FALSE,FALSE,manylinux2014
x86_64,13581236,3.6,20.3,2.27,20,3,2,27,TRUE,FALSE,FALSE,FALSE,FALSE,manylinux_2_27
x86_64,13393863,3.8,9.0,2.26,9,0,2,26,FALSE,FALSE,FALSE,FALSE,TRUE,manylinux1
x86_64,13041795,3.7,21.0,2.24,21,0,2,24,FALSE,TRUE,FALSE,FALSE,FALSE,manylinux_2_24
x86_64,12560273,2.7,8.1,2.7,8,1,2,7,FALSE,FALSE,FALSE,FALSE,TRUE,manylinux1
x86_64,12308407,3.9,21.0,2.27,21,0,2,27,TRUE,FALSE,FALSE,FALSE,FALSE,manylinux_2_27
x86_64,12289473,3.5,19.1,2.23,19,1,2,23,FALSE,FALSE,FALSE,TRUE,FALSE,manylinux2010
x86_64,12214597,3.7,21.0,2.31,21,0,2,31,TRUE,FALSE,FALSE,FALSE,FALSE,manylinux_2_27
x86_64,11733520,3.7,20.1,2.27,20,1,2,27,FALSE,FALSE,TRUE,FALSE,FALSE,manylinux2014
x86_64,11711140,3.7,20.2,2.27,20,2,2,27,FALSE,FALSE,TRUE,FALSE,FALSE,manylinux2014
x86_64,11692699,3.8,20.3,2.28,20,3,2,28,TRUE,FALSE,FALSE,FALSE,FALSE,manylinux_2_27
x86_64,11250551,3.7,20.0,2.28,20,0,2,28,FALSE,FALSE,TRUE,FALSE,FALSE,manylinux2014
x86_64,11241786,2.7,9.0,2.26,9,0,2,26,FALSE,FALSE,FALSE,FALSE,TRUE,manylinux1
x86_64,11059450,2.7,20.3,2.17,20,3,2,17,FALSE,FALSE,TRUE,FALSE,FALSE,manylinux2014
x86_64,10847803,3.6,21.0,2.24,21,0,2,24,FALSE,TRUE,FALSE,FALSE,FALSE,manylinux_2_24
x86_64,10815567,2.7,19.1,2.23,19,1,2,23,FALSE,FALSE,FALSE,TRUE,FALSE,manylinux2010
x86_64,10746689,3.6,21.0,2.23,21,0,2,23,FALSE,FALSE,TRUE,FALSE,FALSE,manylinux2014
x86_64,10540371,3.7,19.3,2.30,19,3,2,30,FALSE,FALSE,TRUE,FALSE,FALSE,manylinux2014
x86_64,10405660,3.7,18.1,2.28,18,1,2,28,FALSE,FALSE,FALSE,FALSE,TRUE,manylinux1
x86_64,10227098,3.7,19.3,2.28,19,3,2,28,FALSE,FALSE,TRUE,FALSE,FALSE,manylinux2014
x86_64,10220344,3.7,19.3,2.27,19,3,2,27,FALSE,FALSE,TRUE,FALSE,FALSE,manylinux2014
x86_64,10123652,2.7,20.3,2.24,20,3,2,24,FALSE,TRUE,FALSE,FALSE,FALSE,manylinux_2_24
x86_64,9998076,3.5,19.3,2.23,19,3,2,23,FALSE,FALSE,TRUE,FALSE,FALSE,manylinux2014
x86_64,9653370,3.7,20.3,2.27,20,3,2,27,TRUE,FALSE,FALSE,FALSE,FALSE,manylinux_2_27
x86_64,9516026,2.7,19.3,2.24,19,3,2,24,FALSE,FALSE,TRUE,FALSE,FALSE,manylinux2014
x86_64,9076898,3.6,20.3,2.28,20,3,2,28,TRUE,FALSE,FALSE,FALSE,FALSE,manylinux_2_27
x86_64,8741396,3.6,20.2,2.17,20,2,2,17,FALSE,FALSE,TRUE,FALSE,FALSE,manylinux2014
x86_64,7900807,3.6,21.0,2.31,21,0,2,31,TRUE,FALSE,FALSE,FALSE,FALSE,manylinux_2_27
x86_64,7534496,3.5,9.0,2.24,9,0,2,24,FALSE,FALSE,FALSE,FALSE,TRUE,manylinux1
x86_64,7210423,3.9,21.0,2.31,21,0,2,31,TRUE,FALSE,FALSE,FALSE,FALSE,manylinux_2_27
x86_64,6821227,2.7,20.1,2.27,20,1,2,27,FALSE,FALSE,TRUE,FALSE,FALSE,manylinux2014
x86_64,6660068,3.8,19.3,2.26,19,3,2,26,FALSE,FALSE,TRUE,FALSE,FALSE,manylinux2014
x86_64,6212159,2.7,6.1,2.2,6,1,2,2,FALSE,FALSE,FALSE,FALSE,FALSE,none
x86_64,6204830,3.8,20.3,2.27,20,3,2,27,TRUE,FALSE,FALSE,FALSE,FALSE,manylinux_2_27
x86_64,6090074,2.6,9.0,2.17,9,0,2,17,FALSE,FALSE,FALSE,FALSE,TRUE,manylinux1
x86_64,6034050,3.5,20.3,2.23,20,3,2,23,FALSE,FALSE,TRUE,FALSE,FALSE,manylinux2014
x86_64,5980687,3.6,20.1,2.24,20,1,2,24,FALSE,FALSE,TRUE,FALSE,FALSE,manylinux2014
x86_64,5953018,3.8,20.1,2.27,20,1,2,27,FALSE,FALSE,TRUE,FALSE,FALSE,manylinux2014
aarch64,5880229,3.8,9.0,2.26,9,0,2,26,FALSE,FALSE,FALSE,FALSE,TRUE,manylinux1
x86_64,5878081,3.6,19.1,2.23,19,1,2,23,FALSE,FALSE,FALSE,TRUE,FALSE,manylinux2010
x86_64,5741909,3.6,19.2,2.27,19,2,2,27,FALSE,FALSE,FALSE,TRUE,FALSE,manylinux2010
x86_64,5613617,3.7,19.1,2.28,19,1,2,28,FALSE,FALSE,FALSE,TRUE,FALSE,manylinux2010
x86_64,5561374,3.6,18.1,2.17,18,1,2,17,FALSE,FALSE,FALSE,FALSE,TRUE,manylinux1
x86_64,5560318,3.7,19.1,2.24,19,1,2,24,FALSE,FALSE,FALSE,TRUE,FALSE,manylinux2010
x86_64,5486702,3.7,19.2,2.24,19,2,2,24,FALSE,FALSE,FALSE,TRUE,FALSE,manylinux2010
x86_64,5481212,3.6,19.3,2.17,19,3,2,17,FALSE,FALSE,TRUE,FALSE,FALSE,manylinux2014
x86_64,5475232,3.5,8.1,2.9,8,1,2,9,FALSE,FALSE,FALSE,FALSE,TRUE,manylinux1
x86_64,5245364,3.8,20.2,2.31,20,2,2,31,FALSE,FALSE,TRUE,FALSE,FALSE,manylinux2014
x86_64,5193205,3.7,9.0,2.27,9,0,2,27,FALSE,FALSE,FALSE,FALSE,TRUE,manylinux1
x86_64,5181971,3.7,20.3,2.26,20,3,2,26,FALSE,TRUE,FALSE,FALSE,FALSE,manylinux_2_24
x86_64,5072203,3.7,21.0,2.17,21,0,2,17,FALSE,FALSE,TRUE,FALSE,FALSE,manylinux2014
x86_64,4963788,3.6,20.0,2.27,20,0,2,27,FALSE,FALSE,TRUE,FALSE,FALSE,manylinux2014
x86_64,4927415,3.7,20.2,2.26,20,2,2,26,FALSE,FALSE,TRUE,FALSE,FALSE,manylinux2014
aarch64,4919437,3.6,21.0,2.27,21,0,2,27,TRUE,FALSE,FALSE,FALSE,FALSE,manylinux_2_27
x86_64,4831757,2.7,18.1,2.28,18,1,2,28,FALSE,FALSE,FALSE,FALSE,TRUE,manylinux1
x86_64,4646248,3.6,18.1,2.23,18,1,2,23,FALSE,FALSE,FALSE,FALSE,TRUE,manylinux1
x86_64,4637344,3.7,20.2,2.23,20,2,2,23,FALSE,FALSE,TRUE,FALSE,FALSE,manylinux2014
x86_64,4619516,2.7,20.0,2.24,20,0,2,24,FALSE,FALSE,TRUE,FALSE,FALSE,manylinux2014
x86_64,4595032,2.7,20.1,2.24,20,1,2,24,FALSE,FALSE,TRUE,FALSE,FALSE,manylinux2014
x86_64,4492539,3.7,20.1,2.17,20,1,2,17,FALSE,FALSE,TRUE,FALSE,FALSE,manylinux2014
x86_64,4454530,3.6,20.2,2.24,20,2,2,24,FALSE,FALSE,TRUE,FALSE,FALSE,manylinux2014
x86_64,4260559,3.8,20.0,2.28,20,0,2,28,FALSE,FALSE,TRUE,FALSE,FALSE,manylinux2014
x86_64,4239627,3.8,20.1,2.31,20,1,2,31,FALSE,FALSE,TRUE,FALSE,FALSE,manylinux2014
x86_64,4214968,3.7,20.0,2.24,20,0,2,24,FALSE,FALSE,TRUE,FALSE,FALSE,manylinux2014
x86_64,4207353,3.6,9.0,2.28,9,0,2,28,FALSE,FALSE,FALSE,FALSE,TRUE,manylinux1
x86_64,4057368,2.7,8.1,2.2,8,1,2,2,FALSE,FALSE,FALSE,FALSE,FALSE,none
x86_64,4022542,3.6,19.1,2.24,19,1,2,24,FALSE,FALSE,FALSE,TRUE,FALSE,manylinux2010
x86_64,4006297,2.7,9.0,2.23,9,0,2,23,FALSE,FALSE,FALSE,FALSE,TRUE,manylinux1
x86_64,3991867,3.7,21.0,2.29,21,0,2,29,TRUE,FALSE,FALSE,FALSE,FALSE,manylinux_2_27
x86_64,3866122,3.7,18.1,2.27,18,1,2,27,FALSE,FALSE,FALSE,FALSE,TRUE,manylinux1
x86_64,3843106,2.7,20.1,2.23,20,1,2,23,FALSE,FALSE,TRUE,FALSE,FALSE,manylinux2014
x86_64,3800306,3.6,18.1,2.27,18,1,2,27,FALSE,FALSE,FALSE,FALSE,TRUE,manylinux1
x86_64,3712536,3.6,20.1,2.17,20,1,2,17,FALSE,FALSE,TRUE,FALSE,FALSE,manylinux2014
x86_64,3685046,3.6,19.1,2.27,19,1,2,27,FALSE,FALSE,FALSE,TRUE,FALSE,manylinux2010
x86_64,3683098,3.9,20.3,2.28,20,3,2,28,TRUE,FALSE,FALSE,FALSE,FALSE,manylinux_2_27
x86_64,3608020,3.6,20.0,2.24,20,0,2,24,FALSE,FALSE,TRUE,FALSE,FALSE,manylinux2014
x86_64,3600090,3.6,20.1,2.23,20,1,2,23,FALSE,FALSE,TRUE,FALSE,FALSE,manylinux2014
x86_64,3558089,3.7,18.1,2.24,18,1,2,24,FALSE,FALSE,FALSE,FALSE,TRUE,manylinux1
x86_64,3518212,2.7,19.3,2.26,19,3,2,26,FALSE,FALSE,TRUE,FALSE,FALSE,manylinux2014
x86_64,3491283,2.7,20.0,2.28,20,0,2,28,FALSE,FALSE,TRUE,FALSE,FALSE,manylinux2014
x86_64,3482787,3.8,21.0,2.23,21,0,2,23,FALSE,FALSE,TRUE,FALSE,FALSE,manylinux2014
x86_64,3417954,3.5,18.1,2.23,18,1,2,23,FALSE,FALSE,FALSE,FALSE,TRUE,manylinux1
x86_64,3409654,3.8,20.0,2.23,20,0,2,23,FALSE,FALSE,TRUE,FALSE,FALSE,manylinux2014
x86_64,3396969,3.6,19.0,2.28,19,0,2,28,FALSE,FALSE,FALSE,TRUE,FALSE,manylinux2010
x86_64,3363997,3.6,10.0,2.23,10,0,2,23,FALSE,FALSE,FALSE,FALSE,TRUE,manylinux1
x86_64,3313888,3.7,19.0,2.17,19,0,2,17,FALSE,FALSE,FALSE,TRUE,FALSE,manylinux2010
x86_64,3159608,2.7,20.3,2.28,20,3,2,28,TRUE,FALSE,FALSE,FALSE,FALSE,manylinux_2_27
x86_64,3147051,2.7,9.0,2.24,9,0,2,24,FALSE,FALSE,FALSE,FALSE,TRUE,manylinux1
x86_64,3143638,3.6,19.1,2.28,19,1,2,28,FALSE,FALSE,FALSE,TRUE,FALSE,manylinux2010
x86_64,3102957,2.7,20.0,2.17,20,0,2,17,FALSE,FALSE,TRUE,FALSE,FALSE,manylinux2014
x86_64,3046585,2.7,20.3,2.19,20,3,2,19,FALSE,FALSE,TRUE,FALSE,FALSE,manylinux2014
x86_64,3034922,2.7,18.1,2.23,18,1,2,23,FALSE,FALSE,FALSE,FALSE,TRUE,manylinux1
x86_64,3000038,3.8,20.2,2.23,20,2,2,23,FALSE,FALSE,TRUE,FALSE,FALSE,manylinux2014
x86_64,2918860,3.6,21.0,2.26,21,0,2,26,FALSE,TRUE,FALSE,FALSE,FALSE,manylinux_2_24
x86_64,2897724,3.5,20.0,2.23,20,0,2,23,FALSE,FALSE,TRUE,FALSE,FALSE,manylinux2014
x86_64,2896100,2.7,9.0,2.19,9,0,2,19,FALSE,FALSE,FALSE,FALSE,TRUE,manylinux1
x86_64,2874205,3.8,20.0,2.27,20,0,2,27,FALSE,FALSE,TRUE,FALSE,FALSE,manylinux2014
x86_64,2850745,3.8,20.3,2.31,20,3,2,31,TRUE,FALSE,FALSE,FALSE,FALSE,manylinux_2_27
aarch64,2826689,3.6,19.0,2.27,19,0,2,27,FALSE,FALSE,FALSE,TRUE,FALSE,manylinux2010
x86_64,2819552,3.6,20.0,2.17,20,0,2,17,FALSE,FALSE,TRUE,FALSE,FALSE,manylinux2014
x86_64,2796882,3.6,21.0,2.19,21,0,2,19,FALSE,FALSE,TRUE,FALSE,FALSE,manylinux2014
x86_64,2728056,3.6,19.2,2.24,19,2,2,24,FALSE,FALSE,FALSE,TRUE,FALSE,manylinux2010
x86_64,2706247,3.6,20.3,2.17,20,3,2,17,FALSE,FALSE,TRUE,FALSE,FALSE,manylinux2014
x86_64,2703011,2.7,20.3,2.26,20,3,2,26,FALSE,TRUE,FALSE,FALSE,FALSE,manylinux_2_24
x86_64,2687288,3.6,20.0,2.28,20,0,2,28,FALSE,FALSE,TRUE,FALSE,FALSE,manylinux2014
x86_64,2678924,3.8,19.1,2.28,19,1,2,28,FALSE,FALSE,FALSE,TRUE,FALSE,manylinux2010
x86_64,2626044,3.7,20.2,2.24,20,2,2,24,FALSE,FALSE,TRUE,FALSE,FALSE,manylinux2014
x86_64,2596911,3.5,9.0,2.19,9,0,2,19,FALSE,FALSE,FALSE,FALSE,TRUE,manylinux1
x86_64,2588208,3.6,9.0,2.19,9,0,2,19,FALSE,FALSE,FALSE,FALSE,TRUE,manylinux1
x86_64,2554505,3.7,19.1,2.27,19,1,2,27,FALSE,FALSE,FALSE,TRUE,FALSE,manylinux2010
x86_64,2541029,2.7,20.3,2.31,20,3,2,31,TRUE,FALSE,FALSE,FALSE,FALSE,manylinux_2_27
x86_64,2426248,3.7,19.0,2.24,19,0,2,24,FALSE,FALSE,FALSE,TRUE,FALSE,manylinux2010
x86_64,2407957,2.7,20.2,2.27,20,2,2,27,FALSE,FALSE,TRUE,FALSE,FALSE,manylinux2014
aarch64,2353337,3.5,20.3,2.23,20,3,2,23,FALSE,FALSE,TRUE,FALSE,FALSE,manylinux2014
x86_64,2340248,3.8,18.1,2.27,18,1,2,27,FALSE,FALSE,FALSE,FALSE,TRUE,manylinux1
x86_64,2340219,3.7,20.3,2.24,20,3,2,24,FALSE,TRUE,FALSE,FALSE,FALSE,manylinux_2_24
x86_64,2340217,3.8,21.0,2.26,21,0,2,26,FALSE,TRUE,FALSE,FALSE,FALSE,manylinux_2_24
x86_64,2315707,3.5,20.2,2.23,20,2,2,23,FALSE,FALSE,TRUE,FALSE,FALSE,manylinux2014
x86_64,2302846,3.6,20.3,2.23,20,3,2,23,FALSE,FALSE,TRUE,FALSE,FALSE,manylinux2014
x86_64,2298903,3.8,19.3,2.17,19,3,2,17,FALSE,FALSE,TRUE,FALSE,FALSE,manylinux2014
x86_64,2282326,3.6,10.0,2.24,10,0,2,24,FALSE,FALSE,FALSE,FALSE,TRUE,manylinux1
x86_64,2232612,3.6,18.1,2.24,18,1,2,24,FALSE,FALSE,FALSE,FALSE,TRUE,manylinux1
x86_64,2209160,3.6,19.3,2.28,19,3,2,28,FALSE,FALSE,TRUE,FALSE,FALSE,manylinux2014
x86_64,2199557,3.5,20.1,2.23,20,1,2,23,FALSE,FALSE,TRUE,FALSE,FALSE,manylinux2014
x86_64,2167853,3.6,19.3,2.24,19,3,2,24,FALSE,FALSE,TRUE,FALSE,FALSE,manylinux2014
x86_64,2157005,3.7,20.2,2.17,20,2,2,17,FALSE,FALSE,TRUE,FALSE,FALSE,manylinux2014
x86_64,2084779,3.9,20.2,2.28,20,2,2,28,FALSE,FALSE,TRUE,FALSE,FALSE,manylinux2014
x86_64,2083917,3.8,19.2,2.28,19,2,2,28,FALSE,FALSE,FALSE,TRUE,FALSE,manylinux2010
x86_64,2074100,3.9,20.3,2.27,20,3,2,27,TRUE,FALSE,FALSE,FALSE,FALSE,manylinux_2_27
x86_64,2061941,3.7,19.1,2.23,19,1,2,23,FALSE,FALSE,FALSE,TRUE,FALSE,manylinux2010
x86_64,2035344,3.9,20.1,2.31,20,1,2,31,FALSE,FALSE,TRUE,FALSE,FALSE,manylinux2014
x86_64,2018896,3.7,19.2,2.23,19,2,2,23,FALSE,FALSE,FALSE,TRUE,FALSE,manylinux2010
x86_64,2017745,3.8,20.3,2.23,20,3,2,23,FALSE,FALSE,TRUE,FALSE,FALSE,manylinux2014
x86_64,1890570,3.8,21.0,2.17,21,0,2,17,FALSE,FALSE,TRUE,FALSE,FALSE,manylinux2014
x86_64,1889742,3.6,20.1,2.31,20,1,2,31,FALSE,FALSE,TRUE,FALSE,FALSE,manylinux2014
x86_64,1887759,3.7,19.2,2.17,19,2,2,17,FALSE,FALSE,FALSE,TRUE,FALSE,manylinux2010
x86_64,1885132,3.5,9.0,2.17,9,0,2,17,FALSE,FALSE,FALSE,FALSE,TRUE,manylinux1
x86_64,1879712,3.7,19.3,2.24,19,3,2,24,FALSE,FALSE,TRUE,FALSE,FALSE,manylinux2014
x86_64,1851685,3.4,9.0,2.19,9,0,2,19,FALSE,FALSE,FALSE,FALSE,TRUE,manylinux1
x86_64,1841026,3.7,20.1,2.26,20,1,2,26,FALSE,FALSE,TRUE,FALSE,FALSE,manylinux2014
x86_64,1838354,3.7,20.0,2.23,20,0,2,23,FALSE,FALSE,TRUE,FALSE,FALSE,manylinux2014
x86_64,1835265,2.7,20.2,2.28,20,2,2,28,FALSE,FALSE,TRUE,FALSE,FALSE,manylinux2014
x86_64,1764292,3.9,20.2,2.27,20,2,2,27,FALSE,FALSE,TRUE,FALSE,FALSE,manylinux2014
aarch64,1695234,3.7,9.0,2.26,9,0,2,26,FALSE,FALSE,FALSE,FALSE,TRUE,manylinux1
x86_64,1689836,3.8,20.2,2.24,20,2,2,24,FALSE,FALSE,TRUE,FALSE,FALSE,manylinux2014
x86_64,1672678,3.5,20.3,2.27,20,3,2,27,TRUE,FALSE,FALSE,FALSE,FALSE,manylinux_2_27
x86_64,1629824,3.8,19.3,2.28,19,3,2,28,FALSE,FALSE,TRUE,FALSE,FALSE,manylinux2014
x86_64,1617055,3.9,20.1,2.27,20,1,2,27,FALSE,FALSE,TRUE,FALSE,FALSE,manylinux2014
x86_64,1608075,3.5,19.2,2.23,19,2,2,23,FALSE,FALSE,FALSE,TRUE,FALSE,manylinux2010
x86_64,1598380,3.7,19.3,2.23,19,3,2,23,FALSE,FALSE,TRUE,FALSE,FALSE,manylinux2014
x86_64,1595771,3.6,20.2,2.31,20,2,2,31,FALSE,FALSE,TRUE,FALSE,FALSE,manylinux2014
x86_64,1546517,3.8,21.0,2.24,21,0,2,24,FALSE,TRUE,FALSE,FALSE,FALSE,manylinux_2_24
x86_64,1540895,2.7,19.1,2.19,19,1,2,19,FALSE,FALSE,FALSE,TRUE,FALSE,manylinux2010
x86_64,1539876,2.7,19.0,2.27,19,0,2,27,FALSE,FALSE,FALSE,TRUE,FALSE,manylinux2010
x86_64,1533917,3.5,8.1,2.2,8,1,2,2,FALSE,FALSE,FALSE,FALSE,FALSE,none
x86_64,1527775,3.7,19.2,2.28,19,2,2,28,FALSE,FALSE,FALSE,TRUE,FALSE,manylinux2010
x86_64,1526421,3.7,20.3,2.23,20,3,2,23,FALSE,FALSE,TRUE,FALSE,FALSE,manylinux2014
x86_64,1523091,3.7,20.0,2.17,20,0,2,17,FALSE,FALSE,TRUE,FALSE,FALSE,manylinux2014
x86_64,1495820,3.6,18.1,2.28,18,1,2,28,FALSE,FALSE,FALSE,FALSE,TRUE,manylinux1
x86_64,1476179,3.7,20.3,2.31,20,3,2,31,TRUE,FALSE,FALSE,FALSE,FALSE,manylinux_2_27
x86_64,1454738,3.5,20.2,2.28,20,2,2,28,FALSE,FALSE,TRUE,FALSE,FALSE,manylinux2014
x86_64,1428587,2.7,20.1,2.28,20,1,2,28,FALSE,FALSE,TRUE,FALSE,FALSE,manylinux2014
x86_64,1383621,3.6,20.3,2.24,20,3,2,24,FALSE,TRUE,FALSE,FALSE,FALSE,manylinux_2_24
x86_64,1368170,2.7,20.1,2.17,20,1,2,17,FALSE,FALSE,TRUE,FALSE,FALSE,manylinux2014
x86_64,1360996,3.7,20.0,2.26,20,0,2,26,FALSE,FALSE,TRUE,FALSE,FALSE,manylinux2014
x86_64,1353814,3.5,20.3,2.24,20,3,2,24,FALSE,TRUE,FALSE,FALSE,FALSE,manylinux_2_24
x86_64,1341814,3.6,20.0,2.23,20,0,2,23,FALSE,FALSE,TRUE,FALSE,FALSE,manylinux2014
x86_64,1325481,3.8,19.2,2.27,19,2,2,27,FALSE,FALSE,FALSE,TRUE,FALSE,manylinux2010
x86_64,1315629,2.7,20.2,2.17,20,2,2,17,FALSE,FALSE,TRUE,FALSE,FALSE,manylinux2014
x86_64,1306610,3.7,19.3,2.29,19,3,2,29,FALSE,FALSE,TRUE,FALSE,FALSE,manylinux2014
x86_64,1293428,3.6,19.2,2.28,19,2,2,28,FALSE,FALSE,FALSE,TRUE,FALSE,manylinux2010
x86_64,1291198,3.7,19.0,2.28,19,0,2,28,FALSE,FALSE,FALSE,TRUE,FALSE,manylinux2010
x86_64,1285948,3.6,19.2,2.23,19,2,2,23,FALSE,FALSE,FALSE,TRUE,FALSE,manylinux2010
x86_64,1280540,3.9,18.1,2.27,18,1,2,27,FALSE,FALSE,FALSE,FALSE,TRUE,manylinux1
x86_64,1268523,3.5,20.2,2.24,20,2,2,24,FALSE,FALSE,TRUE,FALSE,FALSE,manylinux2014
x86_64,1258378,2.7,19.3,2.28,19,3,2,28,FALSE,FALSE,TRUE,FALSE,FALSE,manylinux2014
x86_64,1258365,2.7,10.0,2.17,10,0,2,17,FALSE,FALSE,FALSE,FALSE,TRUE,manylinux1
x86_64,1254969,3.7,20.0,2.31,20,0,2,31,FALSE,FALSE,TRUE,FALSE,FALSE,manylinux2014
x86_64,1247433,3.7,19.3,2.32,19,3,2,32,FALSE,FALSE,TRUE,FALSE,FALSE,manylinux2014
x86_64,1223400,3.6,10.0,2.19,10,0,2,19,FALSE,FALSE,FALSE,FALSE,TRUE,manylinux1
x86_64,1214271,3.6,20.3,2.31,20,3,2,31,TRUE,FALSE,FALSE,FALSE,FALSE,manylinux_2_27
x86_64,1166125,2.7,18.1,2.24,18,1,2,24,FALSE,FALSE,FALSE,FALSE,TRUE,manylinux1
x86_64,1159378,3.7,21.0,2.30,21,0,2,30,TRUE,FALSE,FALSE,FALSE,FALSE,manylinux_2_27
x86_64,1157077,2.7,20.0,2.27,20,0,2,27,FALSE,FALSE,TRUE,FALSE,FALSE,manylinux2014
x86_64,1126066,2.7,10.0,2.27,10,0,2,27,FALSE,FALSE,FALSE,FALSE,TRUE,manylinux1
x86_64,1119981,3.8,20.2,2.17,20,2,2,17,FALSE,FALSE,TRUE,FALSE,FALSE,manylinux2014
x86_64,1115429,2.7,20.2,2.23,20,2,2,23,FALSE,FALSE,TRUE,FALSE,FALSE,manylinux2014
